0.030031148429035426, 0.7932692307692306, 0, Point
0.060547580353915276, 0.7932692307692306, 0, x err upper
-0.0004852834958444241, 0.7932692307692306, 0, x err lower
0.030286956783435404, 0.9022435897435889, 0, y err upper
0.029786625737329597, 0.6891025641025639, 0, y err lower
0.09080820392439559, 0.6842948717948715, 1, Point
0.12132463584929898, 0.6842948717948717, 1, x err upper
0.05794435415914556, 0.6842948717948717, 1, x err lower
0.09106025039123633, 0.7916666666666667, 1, y err upper
0.09056368123269554, 0.580128205128203, 1, y err lower
0.1490384615384608, 0.4903846153846153, 2, Point
0.17955489346334108, 0.4903846153846153, 2, x err upper
0.11617461177320543, 0.4903846153846153, 2, x err lower
0.14929426989286032, 0.5993589743589766, 2, y err upper
0.14878265318406125, 0.38141025641025406, 2, y err lower
0.21984847116889306, 0.6554487179487178, 3, Point
0.2597545744552745, 0.6554487179487178, 3, x err upper
0.1799423678825116, 0.6554487179487178, 3, x err lower
0.2201795172745875, 0.7964743589743596, 3, y err upper
0.2195211869507636, 0.516025641025638, 3, y err lower
0.4587057602022391, 0.40865384615384615, 4, Point
0.6582362766341463, 0.40865384615384615, 4, x err upper
0.2615226616107069, 0.40865384615384615, 4, x err lower
0.45907818707114423, 0.5673076923076956, 4, y err upper
0.45833333333333304, 0.24999999999999667, 4, y err lower
0.7284707174671956, 0.32852564102564097, 5, Point
0.7988932526784716, 0.32852564102564097, 5, x err upper
0.6510059287347945, 0.32852564102564097, 5, x err lower
0.7287114782713369, 0.4310897435897456, 5, y err upper
0.7282299566630543, 0.22596153846153622, 5, y err lower
1.1326892981823065, 0.5256410256410297, 6, Point
1.4026423498254825, 0.5256410256410255, 6, x err upper
0.8627362465390274, 0.5256410256410255, 6, x err lower
1.1330128205128203, 0.6634615384615412, 6, y err upper
1.1323657758516905, 0.3878205128205099, 6, y err lower
